idx;Artist;Category;Style;Subject;Medium;Size;Orientation;price
P0000287;Ganzeer;Sculpture;Street Art;people and portraits;Ink;Small;Squared;medium
P0000288;Hossam Dirar;Sculpture;Street Art;Abstract and non-figurative;Gouache;Medium;Horizontal;low
P0000289;Hossam Dirar;Print;Street Art;transportaion and maps;Pincil;Large;Horizontal;very high
P0000290;Tarek El Komi;Print;Art Deco;transportaion and maps;Lino;X-Large;Horizontal;very low
P0000291;Emad Ibrahim;Collage;Documentary;still life;Watercolur;Medium;Squared;low
P0000292;Abdel Hadi Al Gazzar;Photography;Pop Art;Abstract and non-figurative;Bronze;X-Large;Horizontal;high
P0000293;Fathi Hassan;Drawing;Conceptual;still life;Acrylic;X-Large;Horizontal;very low
P0000294;George Bahgoury;Collage;Documentary;Architecture and cityscapes;Pincil;X-Large;Squared;very high
P0000295;Hamid Nada;Photography;Portrait;transportaion and maps;Ink;X-Large;Vertical;low
P0000296;El Zeft;Photography;Folk Art;Animals and Birds;Pincil;Large;Squared;low
P0000297;Hamid Nada;Sculpture;Wall;transportaion and maps;Pastal;Small;Vertical;high
P0000298;Fathi Hassan;Painting;Fine Art;still life;Pastal;Small;Horizontal;low
P0000299;Hamid Nada;Collage;Portrait;Abstract and non-figurative;Watercolur;Medium;Vertical;low
P0000300;Alaa Awad;Print;Portrait;Landscapes,sea and sky;Lino;Small;Vertical;medium
P0000301;Khaled Hafez;Collage;Pop Art;transportaion and maps;Woodcut;X-Large;Horizontal;high
P0000302;Emad Ibrahim;Drawing;Graffiti;Flowers and plants;Watercolur;X-Large;Vertical;very low
P0000303;Adam Henein;Collage;Graffiti;Flowers and plants;Gouache;Large;Horizontal;medium
P0000304;Ganzeer;Print;Documentary;Architecture and cityscapes;Watercolur;Large;Horizontal;high
P0000305;Tarek El Komi;Photography;Pop Art;Architecture and cityscapes;Mixed media;Large;Squared;low
P0000306;Ragheb Ayad;Painting;Fine Art;Animals and Birds;Pastal;X-Large;Horizontal;low
P0000307;Hossam Dirar;Drawing;Portrait;Animals and Birds;Chalk;Medium;Vertical;very low
P0000308;Ganzeer;Photography;Art Deco;Animals and Birds;Gouache;X-Large;Vertical;high
P0000309;Hossam Dirar;Sculpture;Art Deco;Architecture and cityscapes;Woodcut;Small;Vertical;low
P0000310;Alaa Awad;Drawing;Folk Art;Landscapes,sea and sky;Charcoal;Large;Horizontal;very low
P0000311;Hamid Nada;Drawing;Fine Art;Landscapes,sea and sky;Bronze;Medium;Squared;low
P0000312;Ganzeer;Print;Portrait;Animals and Birds;Acrylic;Small;Squared;high
P0000313;Mahmoud Sa'id;Photography;Documentary;transportaion and maps;Ink;X-Large;Squared;high
P0000314;Ragheb Ayad;Painting;Art Deco;Animals and Birds;Bronze;X-Large;Vertical;very low
P0000315;Ghada Amer;Collage;Folk Art;transportaion and maps;Acrylic;Medium;Horizontal;low
P0000316;Tarek El Komi;Painting;Conceptual;people and portraits;Ink;Large;Vertical;very high
P0000317;El Teneen;Print;Figurative;people and portraits;Wood;Large;Vertical;low
P0000318;Adham Wanly;Painting;Art Deco;Architecture and cityscapes;Lino;Small;Squared;very high
P0000319;Ragheb Ayad;Sculpture;Surrealism;Architecture and cityscapes;Wood;Small;Squared;high
P0000320;Abdel Hadi Al Gazzar;Collage;Abstract;Architecture and cityscapes;Oil;Large;Horizontal;low
P0000321;Tarek El Komi;Sculpture;Fine Art;still life;Acrylic;Large;Squared;low
P0000322;Hossam Dirar;Sculpture;Modern;transportaion and maps;Mono;Small;Horizontal;low
P0000323;Ganzeer;Collage;Modern;Abstract and non-figurative;Pincil;Small;Squared;very high
P0000324;Fathi Hassan;Print;Surrealism;transportaion and maps;Watercolur;Large;Vertical;low
P0000325;Ganzeer;Sculpture;Wall;Landscapes,sea and sky;Lino;Large;Vertical;medium
P0000326;Emad Ibrahim;Painting;Figurative;Animals and Birds;Ceramic;Medium;Squared;high
P0000327;George Bahgoury;Sculpture;Street Art;Architecture and cityscapes;Gouache;X-Large;Horizontal;very high
P0000328;Abdel Hadi Al Gazzar;Print;Conceptual;Abstract and non-figurative;Chalk;Large;Squared;medium
P0000329;Ragheb Ayad;Painting;Fine Art;people and portraits;Gouache;Large;Squared;low
P0000330;Adham Wanly;Print;Street Art;Animals and Birds;Wood;Medium;Vertical;medium
P0000331;Adam Henein;Collage;Portrait;Abstract and non-figurative;Ink;Small;Horizontal;very high
P0000332;El Zeft;Collage;Wall;Flowers and plants;Metal;X-Large;Squared;medium
P0000333;El Teneen;Painting;Graffiti;Animals and Birds;Pastal;Medium;Horizontal;very low
P0000334;Mahmoud Sa'id;Painting;Graffiti;Flowers and plants;Ink;X-Large;Squared;high
P0000335;Ganzeer;Painting;Folk Art;transportaion and maps;Charcoal;Medium;Squared;high
P0000336;George Bahgoury;Print;Fine Art;Animals and Birds;Chalk;Medium;Horizontal;high
P0000337;George Bahgoury;Drawing;Documentary;transportaion and maps;Ink;Medium;Squared;very high
P0000338;Hazem Taha Hussein;Collage;Figurative;Landscapes,sea and sky;Oil;Small;Vertical;low
P0000339;Tarek El Komi;Collage;Wall;Animals and Birds;Ceramic;Medium;Squared;low
P0000340;Hamid Nada;Print;Figurative;Animals and Birds;Mono;Small;Horizontal;very low
P0000341;Ganzeer;Collage;Street Art;Abstract and non-figurative;Mono;Small;Squared;high
P0000342;Hamid Nada;Print;Folk Art;Abstract and non-figurative;Ink;Small;Squared;medium
P0000343;George Bahgoury;Sculpture;Modern;still life;Chalk;Small;Vertical;low
P0000344;Hamid Nada;Collage;Street Art;Landscapes,sea and sky;Oil;X-Large;Horizontal;medium
P0000345;Mahmoud Sa'id;Print;Surrealism;still life;Gouache;Large;Horizontal;medium
P0000346;Mohamed El Fayoumi;Photography;Portrait;still life;Ink;X-Large;Squared;medium
P0000347;Tarek El Komi;Print;Pop Art;still life;Chalk;Small;Squared;low
P0000348;Mohamed El Fayoumi;Drawing;Surrealism;Architecture and cityscapes;Bronze;Small;Vertical;very high
P0000349;George Bahgoury;Sculpture;Art Deco;Architecture and cityscapes;Acrylic;Small;Vertical;very low
P0000350;Abdel Hadi Al Gazzar;Painting;Modern;people and portraits;Oil;Medium;Squared;medium
P0000351;Hazem Taha Hussein;Photography;Abstract;Flowers and plants;Oil;Small;Horizontal;low
P0000352;Hossam Dirar;Collage;Wall;people and portraits;Watercolur;Medium;Vertical;high
P0000353;Hamid Nada;Sculpture;Graffiti;Architecture and cityscapes;Wood;Medium;Vertical;medium
P0000354;Abdel Hadi Al Gazzar;Drawing;Fine Art;transportaion and maps;Oil;Small;Horizontal;medium
P0000355;Mohamed El Fayoumi;Print;Street Art;Animals and Birds;Bronze;Large;Squared;very low
P0000356;Hamid Nada;Sculpture;Wall;Abstract and non-figurative;Gouache;X-Large;Squared;high
P0000357;Hazem Taha Hussein;Collage;Conceptual;transportaion and maps;Oil;Large;Horizontal;high
P0000358;Ganzeer;Painting;Abstract;transportaion and maps;Mono;Small;Horizontal;medium
P0000359;Emad Ibrahim;Print;Figurative;Flowers and plants;Woodcut;X-Large;Horizontal;very low
P0000360;Ganzeer;Sculpture;Surrealism;Animals and Birds;Charcoal;Small;Vertical;very high
P0000361;Abdel Hadi Al Gazzar;Painting;Street Art;Landscapes,sea and sky;Chalk;X-Large;Vertical;low
P0000362;Adam Henein;Drawing;Art Deco;Abstract and non-figurative;Pastal;X-Large;Vertical;low
P0000363;Hossam Dirar;Print;Pop Art;still life;Ceramic;Small;Vertical;low
P0000364;Ghada Amer;Collage;Documentary;still life;Ink;Small;Horizontal;very low
P0000365;Ragheb Ayad;Painting;Abstract;people and portraits;Oil;Medium;Squared;very high
P0000366;Fathi Hassan;Painting;Folk Art;Abstract and non-figurative;Pincil;X-Large;Squared;low
P0000367;El Teneen;Collage;Figurative;people and portraits;Lino;Medium;Horizontal;high
P0000368;Mahmoud Sa'id;Collage;Wall;Landscapes,sea and sky;Chalk;X-Large;Squared;low
P0000369;George Bahgoury;Sculpture;Documentary;Abstract and non-figurative;Charcoal;Large;Vertical;high
P0000370;Ganzeer;Collage;Figurative;Landscapes,sea and sky;Pincil;Small;Vertical;very low
P0000371;Adam Henein;Photography;Pop Art;Flowers and plants;Pincil;Small;Vertical;high
P0000372;Hussain Bikar;Sculpture;Graffiti;still life;Ceramic;Large;Horizontal;very high
P0000373;Khaled Hafez;Drawing;Graffiti;Architecture and cityscapes;Watercolur;X-Large;Vertical;medium
P0000374;Ragheb Ayad;Sculpture;Folk Art;people and portraits;Acrylic;Medium;Vertical;medium
P0000375;Ganzeer;Photography;Pop Art;Abstract and non-figurative;Acrylic;Small;Vertical;high
P0000376;Mahmoud Sa'id;Print;Fine Art;people and portraits;Ink;Small;Squared;very low
P0000377;Adham Wanly;Painting;Art Deco;Landscapes,sea and sky;Ink;Medium;Squared;low
P0000378;George Bahgoury;Sculpture;Modern;still life;Metal;Medium;Vertical;low
P0000379;Mahmoud Sa'id;Sculpture;Documentary;Landscapes,sea and sky;Oil;Small;Vertical;low
P0000380;Ganzeer;Drawing;Figurative;Animals and Birds;Watercolur;Large;Horizontal;very low
P0000381;George Bahgoury;Drawing;Folk Art;Landscapes,sea and sky;Mixed media;Medium;Horizontal;medium
P0000382;Adham Wanly;Drawing;Fine Art;Landscapes,sea and sky;Ceramic;Medium;Squared;medium
P0000383;Hussain Bikar;Drawing;Art Deco;Landscapes,sea and sky;Charcoal;Medium;Vertical;very high
P0000384;Emad Ibrahim;Drawing;Figurative;Animals and Birds;Ceramic;Small;Squared;very high
P0000385;Mohamed El Fayoumi;Painting;Graffiti;transportaion and maps;Watercolur;Large;Horizontal;high
P0000386;Fathi Hassan;Drawing;Wall;Architecture and cityscapes;Ceramic;Medium;Horizontal;low
P0000387;Hazem Taha Hussein;Photography;Portrait;Abstract and non-figurative;Acrylic;X-Large;Vertical;very high
P0000388;Abdel Hadi Al Gazzar;Collage;Modern;Landscapes,sea and sky;Mixed media;X-Large;Vertical;high
P0000389;Hazem Taha Hussein;Sculpture;Abstract;Flowers and plants;Pincil;Small;Vertical;low
P0000390;El Teneen;Drawing;Graffiti;Abstract and non-figurative;Woodcut;Small;Horizontal;low
P0000391;Hamid Nada;Collage;Abstract;Flowers and plants;Watercolur;X-Large;Squared;very low
P0000392;El Zeft;Print;Documentary;people and portraits;Chalk;Medium;Squared;low
P0000393;Adam Henein;Print;Graffiti;Architecture and cityscapes;Bronze;Large;Horizontal;high
P0000394;Hossam Dirar;Collage;Art Deco;transportaion and maps;Mixed media;Small;Vertical;low
P0000395;Tarek El Komi;Print;Figurative;Landscapes,sea and sky;Charcoal;Medium;Squared;very high
P0000396;Khaled Hafez;Painting;Figurative;still life;Acrylic;Medium;Vertical;very low
P0000397;Ganzeer;Print;Portrait;Abstract and non-figurative;Chalk;Small;Vertical;very low
P0000398;Ghada Amer;Photography;Documentary;people and portraits;Charcoal;Large;Vertical;low
P0000399;Hazem Taha Hussein;Drawing;Documentary;Abstract and non-figurative;Woodcut;Large;Squared;low
P0000400;Mohamed El Fayoumi;Drawing;Surrealism;Animals and Birds;Woodcut;Small;Squared;low
P0000401;Hussain Bikar;Collage;Art Deco;Flowers and plants;Ceramic;Large;Vertical;medium
P0000402;Tarek El Komi;Print;Pop Art;Flowers and plants;Mono;Medium;Squared;very high
P0000403;Mohamed El Fayoumi;Drawing;Pop Art;Animals and Birds;Watercolur;X-Large;Vertical;low
P0000404;Emad Ibrahim;Drawing;Conceptual;Animals and Birds;Gouache;Large;Horizontal;high
P0000405;George Bahgoury;Drawing;Folk Art;people and portraits;Metal;Medium;Vertical;very high
P0000406;Ghada Amer;Collage;Graffiti;transportaion and maps;Chalk;Small;Horizontal;medium
P0000407;Khaled Hafez;Drawing;Art Deco;Landscapes,sea and sky;Oil;X-Large;Squared;very high
P0000408;Adham Wanly;Sculpture;Surrealism;still life;Chalk;Small;Squared;very high
P0000409;Ghada Amer;Drawing;Graffiti;people and portraits;Chalk;X-Large;Squared;medium
P0000410;George Bahgoury;Painting;Graffiti;people and portraits;Wood;X-Large;Squared;medium
P0000411;Ghada Amer;Painting;Folk Art;Landscapes,sea and sky;Metal;X-Large;Squared;high
P0000412;Fathi Hassan;Photography;Figurative;Landscapes,sea and sky;Charcoal;Small;Horizontal;low
P0000413;Ghada Amer;Collage;Art Deco;Landscapes,sea and sky;Lino;Small;Squared;medium
P0000414;Adam Henein;Print;Portrait;Flowers and plants;Ink;Small;Squared;medium
P0000415;Hossam Dirar;Sculpture;Figurative;still life;Mono;Medium;Squared;very low
P0000416;Mohamed El Fayoumi;Sculpture;Abstract;Landscapes,sea and sky;Ceramic;Small;Horizontal;low
P0000417;Tarek El Komi;Sculpture;Documentary;Architecture and cityscapes;Ink;Large;Squared;very low
P0000418;Ganzeer;Sculpture;Graffiti;people and portraits;Gouache;Large;Horizontal;very high
P0000419;Khaled Hafez;Photography;Figurative;Abstract and non-figurative;Chalk;X-Large;Horizontal;low
P0000420;Alaa Awad;Photography;Abstract;still life;Lino;Small;Squared;low
P0000421;Adham Wanly;Painting;Abstract;Abstract and non-figurative;Watercolur;Large;Vertical;low
P0000422;Mahmoud Sa'id;Collage;Art Deco;Landscapes,sea and sky;Pastal;Small;Squared;very high
P0000423;Adam Henein;Painting;Abstract;transportaion and maps;Mono;X-Large;Vertical;medium
P0000424;Khaled Hafez;Drawing;Figurative;Abstract and non-figurative;Pastal;Medium;Horizontal;high
P0000425;Tarek El Komi;Collage;Street Art;Abstract and non-figurative;Metal;Large;Squared;high
P0000426;Mohamed El Fayoumi;Print;Pop Art;people and portraits;Lino;Small;Squared;medium
P0000427;Mahmoud Sa'id;Sculpture;Fine Art;still life;Gouache;Medium;Vertical;medium
P0000428;Fathi Hassan;Sculpture;Pop Art;Flowers and plants;Bronze;Large;Horizontal;very high
P0000429;Hossam Dirar;Painting;Documentary;Flowers and plants;Charcoal;Small;Horizontal;high
P0000430;Khaled Hafez;Photography;Art Deco;Abstract and non-figurative;Woodcut;X-Large;Horizontal;medium
P0000431;Fathi Hassan;Photography;Pop Art;Abstract and non-figurative;Mixed media;Medium;Vertical;medium
P0000432;George Bahgoury;Collage;Fine Art;Abstract and non-figurative;Bronze;Large;Vertical;medium
P0000433;Hazem Taha Hussein;Sculpture;Graffiti;Flowers and plants;Bronze;Medium;Vertical;high
P0000434;El Teneen;Collage;Street Art;still life;Lino;Medium;Vertical;very low
P0000435;Emad Ibrahim;Sculpture;Figurative;Animals and Birds;Wood;Medium;Vertical;very high
P0000436;Abdel Hadi Al Gazzar;Painting;Fine Art;Architecture and cityscapes;Charcoal;Small;Horizontal;high
P0000437;George Bahgoury;Photography;Wall;people and portraits;Pastal;X-Large;Horizontal;medium
P0000438;Mahmoud Sa'id;Drawing;Graffiti;Architecture and cityscapes;Metal;Large;Squared;high
P0000439;El Zeft;Print;Conceptual;people and portraits;Pincil;Large;Horizontal;low
P0000440;Ganzeer;Collage;Graffiti;Abstract and non-figurative;Charcoal;Small;Horizontal;low
P0000441;Abdel Hadi Al Gazzar;Painting;Pop Art;still life;Wood;X-Large;Horizontal;high
P0000442;Adham Wanly;Painting;Modern;transportaion and maps;Mono;Large;Horizontal;very low
P0000443;Abdel Hadi Al Gazzar;Drawing;Figurative;Landscapes,sea and sky;Lino;Small;Horizontal;high
P0000444;Hossam Dirar;Collage;Art Deco;Animals and Birds;Pastal;Small;Vertical;very high
P0000445;Hazem Taha Hussein;Sculpture;Folk Art;people and portraits;Wood;X-Large;Horizontal;high
P0000446;Mohamed El Fayoumi;Drawing;Conceptual;Abstract and non-figurative;Pincil;X-Large;Squared;medium
P0000447;Adam Henein;Sculpture;Wall;transportaion and maps;Watercolur;X-Large;Horizontal;very high
P0000448;Emad Ibrahim;Painting;Abstract;Architecture and cityscapes;Pincil;Medium;Squared;very low
P0000449;Mohamed El Fayoumi;Print;Portrait;transportaion and maps;Wood;Small;Squared;medium
P0000450;Fathi Hassan;Sculpture;Surrealism;Animals and Birds;Mixed media;X-Large;Vertical;high
P0000451;Mahmoud Sa'id;Collage;Fine Art;Animals and Birds;Bronze;Large;Horizontal;very low
P0000452;Abdel Hadi Al Gazzar;Sculpture;Fine Art;Animals and Birds;Pincil;Medium;Squared;very low
P0000453;Hossam Dirar;Collage;Abstract;still life;Charcoal;X-Large;Horizontal;very low
P0000454;Mohamed El Fayoumi;Print;Pop Art;people and portraits;Mixed media;X-Large;Vertical;low
P0000455;Hamid Nada;Sculpture;Wall;Architecture and cityscapes;Charcoal;Medium;Squared;very low
P0000456;Ghada Amer;Print;Surrealism;people and portraits;Watercolur;Small;Vertical;high
P0000457;George Bahgoury;Print;Pop Art;Flowers and plants;Bronze;Small;Vertical;very high
P0000458;Hussain Bikar;Photography;Street Art;still life;Bronze;X-Large;Vertical;low
P0000459;El Teneen;Sculpture;Graffiti;still life;Oil;X-Large;Horizontal;very high
P0000460;Hossam Dirar;Collage;Conceptual;transportaion and maps;Oil;X-Large;Vertical;high
P0000461;Hussain Bikar;Sculpture;Art Deco;still life;Chalk;X-Large;Squared;very low
P0000462;Emad Ibrahim;Photography;Surrealism;Animals and Birds;Pastal;X-Large;Horizontal;low
P0000463;El Teneen;Painting;Art Deco;Abstract and non-figurative;Ink;Medium;Squared;very low
P0000464;Ghada Amer;Drawing;Wall;Flowers and plants;Ceramic;Large;Vertical;low
P0000465;George Bahgoury;Collage;Art Deco;Animals and Birds;Metal;X-Large;Squared;high
P0000466;Adham Wanly;Sculpture;Surrealism;transportaion and maps;Pastal;Large;Horizontal;very high
P0000467;Ragheb Ayad;Photography;Documentary;Architecture and cityscapes;Oil;Small;Squared;very high
P0000468;Ragheb Ayad;Photography;Wall;still life;Ceramic;Small;Vertical;medium
P0000469;Emad Ibrahim;Collage;Fine Art;people and portraits;Chalk;Small;Squared;low
P0000470;Ganzeer;Drawing;Street Art;Abstract and non-figurative;Watercolur;X-Large;Horizontal;very high
P0000471;Ragheb Ayad;Photography;Surrealism;Architecture and cityscapes;Charcoal;Medium;Horizontal;medium
P0000472;Adam Henein;Print;Conceptual;Animals and Birds;Oil;Medium;Horizontal;low
P0000473;Ganzeer;Print;Wall;Architecture and cityscapes;Chalk;X-Large;Horizontal;low
P0000474;El Teneen;Print;Graffiti;people and portraits;Mixed media;X-Large;Vertical;very low
P0000475;Abdel Hadi Al Gazzar;Drawing;Street Art;transportaion and maps;Acrylic;X-Large;Squared;high
P0000476;Hossam Dirar;Print;Abstract;Animals and Birds;Charcoal;Medium;Squared;medium
P0000477;Khaled Hafez;Photography;Modern;Animals and Birds;Gouache;Medium;Squared;very low
P0000478;Ragheb Ayad;Painting;Portrait;transportaion and maps;Metal;Small;Horizontal;low
P0000479;El Teneen;Collage;Documentary;people and portraits;Pastal;Large;Vertical;very low
P0000480;Hossam Dirar;Sculpture;Surrealism;transportaion and maps;Gouache;Large;Squared;very high
P0000481;Emad Ibrahim;Painting;Folk Art;Animals and Birds;Woodcut;Medium;Squared;high
P0000482;Hossam Dirar;Collage;Figurative;Animals and Birds;Metal;Small;Squared;medium
P0000483;Emad Ibrahim;Photography;Figurative;Abstract and non-figurative;Wood;Medium;Squared;medium
P0000484;Mohamed El Fayoumi;Drawing;Surrealism;Architecture and cityscapes;Mixed media;Small;Horizontal;low
P0000485;Khaled Hafez;Sculpture;Art Deco;Architecture and cityscapes;Pincil;Large;Squared;high
P0000486;Hossam Dirar;Sculpture;Modern;Flowers and plants;Watercolur;Medium;Horizontal;low
P0000487;Adam Henein;Collage;Fine Art;still life;Lino;Large;Horizontal;high
P0000488;El Zeft;Drawing;Surrealism;people and portraits;Lino;Small;Horizontal;very low
P0000489;Hamid Nada;Drawing;Conceptual;Abstract and non-figurative;Gouache;Large;Horizontal;medium
P0000490;George Bahgoury;Drawing;Figurative;Flowers and plants;Watercolur;Large;Squared;low
